Sample in Buffer,Sample in Window,TRIGGER,design_1_i/NV_nvdla_wrapper_0_dla_intr,design_1_i/tdc_bank_0_data_o[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,OCTAL
9601,9601,0,0,00000000172
9602,9602,0,0,00000000174
9603,9603,0,0,00000000203
9604,9604,0,0,00000000152
9605,9605,0,0,00000000152
9606,9606,0,0,00000000151
9607,9607,0,0,00000000161
9608,9608,0,0,00000000176
9609,9609,0,0,00000000176
9610,9610,0,0,00000000204
9611,9611,0,0,00000000144
9612,9612,0,0,00000000153
9613,9613,0,0,00000000156
9614,9614,0,0,00000000167
9615,9615,0,0,00000000170
9616,9616,0,0,00000000175
9617,9617,0,0,00000000205
9618,9618,0,0,00000000155
9619,9619,0,0,00000000152
9620,9620,0,0,00000000160
9621,9621,0,0,00000000201
9622,9622,0,0,00000000172
9623,9623,0,0,00000000173
9624,9624,0,0,00000000205
9625,9625,0,0,00000000145
9626,9626,0,0,00000000154
9627,9627,0,0,00000000153
9628,9628,0,0,00000000166
9629,9629,0,0,00000000176
9630,9630,0,0,00000000177
9631,9631,0,0,00000000203
9632,9632,0,0,00000000151
9633,9633,0,0,00000000153
9634,9634,0,0,00000000153
9635,9635,0,0,00000000175
9636,9636,0,0,00000000173
9637,9637,0,0,00000000177
9638,9638,0,0,00000000206
9639,9639,0,0,00000000152
9640,9640,0,0,00000000152
9641,9641,0,0,00000000155
9642,9642,0,0,00000000175
9643,9643,0,0,00000000176
9644,9644,0,0,00000000202
9645,9645,0,0,00000000204
9646,9646,0,0,00000000152
9647,9647,0,0,00000000154
9648,9648,0,0,00000000153
9649,9649,0,0,00000000172
9650,9650,0,0,00000000175
9651,9651,0,0,00000000174
9652,9652,0,0,00000000206
9653,9653,0,0,00000000151
9654,9654,0,0,00000000153
9655,9655,0,0,00000000154
9656,9656,0,0,00000000173
9657,9657,0,0,00000000174
9658,9658,0,0,00000000202
9659,9659,0,0,00000000215
9660,9660,0,0,00000000152
9661,9661,0,0,00000000150
9662,9662,0,0,00000000157
9663,9663,0,0,00000000177
9664,9664,0,0,00000000173
9665,9665,0,0,00000000203
9666,9666,0,0,00000000204
9667,9667,0,0,00000000151
9668,9668,0,0,00000000154
9669,9669,0,0,00000000153
9670,9670,0,0,00000000173
9671,9671,0,0,00000000200
9672,9672,0,0,00000000177
9673,9673,0,0,00000000214
9674,9674,0,0,00000000147
9675,9675,0,0,00000000151
9676,9676,0,0,00000000153
9677,9677,0,0,00000000172
9678,9678,0,0,00000000175
9679,9679,0,0,00000000176
9680,9680,0,0,00000000206
9681,9681,0,0,00000000154
9682,9682,0,0,00000000153
9683,9683,0,0,00000000157
9684,9684,0,0,00000000172
9685,9685,0,0,00000000175
9686,9686,0,0,00000000176
9687,9687,0,0,00000000177
9688,9688,0,0,00000000147
9689,9689,0,0,00000000152
9690,9690,0,0,00000000151
9691,9691,0,0,00000000163
9692,9692,0,0,00000000176
9693,9693,0,0,00000000176
9694,9694,0,0,00000000205
9695,9695,0,0,00000000151
9696,9696,0,0,00000000153
9697,9697,0,0,00000000153
9698,9698,0,0,00000000170
9699,9699,0,0,00000000170
9700,9700,0,0,00000000177
9701,9701,0,0,00000000205
9702,9702,0,0,00000000151
9703,9703,0,0,00000000146
9704,9704,0,0,00000000153
9705,9705,0,0,00000000175
9706,9706,0,0,00000000174
9707,9707,0,0,00000000201
9708,9708,0,0,00000000205
9709,9709,0,0,00000000153
9710,9710,0,0,00000000155
9711,9711,0,0,00000000151
9712,9712,0,0,00000000171
9713,9713,0,0,00000000170
9714,9714,0,0,00000000175
9715,9715,0,0,00000000201
9716,9716,0,0,00000000146
9717,9717,0,0,00000000152
9718,9718,0,0,00000000151
9719,9719,0,0,00000000174
9720,9720,0,0,00000000174
9721,9721,0,0,00000000176
9722,9722,0,0,00000000204
9723,9723,0,0,00000000147
9724,9724,0,0,00000000151
9725,9725,0,0,00000000153
9726,9726,0,0,00000000173
9727,9727,0,0,00000000171
9728,9728,0,0,00000000175
9729,9729,0,0,00000000200
9730,9730,0,0,00000000151
9731,9731,0,0,00000000152
9732,9732,0,0,00000000153
9733,9733,0,0,00000000174
9734,9734,0,0,00000000176
9735,9735,0,0,00000000173
9736,9736,0,0,00000000205
9737,9737,0,0,00000000147
9738,9738,0,0,00000000152
9739,9739,0,0,00000000157
9740,9740,0,0,00000000170
9741,9741,0,0,00000000171
9742,9742,0,0,00000000202
9743,9743,0,0,00000000211
9744,9744,0,0,00000000153
9745,9745,0,0,00000000152
9746,9746,0,0,00000000157
9747,9747,0,0,00000000173
9748,9748,0,0,00000000173
9749,9749,0,0,00000000177
9750,9750,0,0,00000000205
9751,9751,0,0,00000000152
9752,9752,0,0,00000000156
9753,9753,0,0,00000000155
9754,9754,0,0,00000000170
9755,9755,0,0,00000000177
9756,9756,0,0,00000000203
9757,9757,0,0,00000000207
9758,9758,0,0,00000000152
9759,9759,0,0,00000000156
9760,9760,0,0,00000000153
9761,9761,0,0,00000000172
9762,9762,0,0,00000000175
9763,9763,0,0,00000000202
9764,9764,0,0,00000000203
9765,9765,0,0,00000000152
9766,9766,0,0,00000000145
9767,9767,0,0,00000000153
9768,9768,0,0,00000000175
9769,9769,0,0,00000000171
9770,9770,0,0,00000000200
9771,9771,0,0,00000000204
9772,9772,0,0,00000000151
9773,9773,0,0,00000000153
9774,9774,0,0,00000000153
9775,9775,0,0,00000000166
9776,9776,0,0,00000000176
9777,9777,0,0,00000000175
9778,9778,0,0,00000000206
9779,9779,0,0,00000000146
9780,9780,0,0,00000000153
9781,9781,0,0,00000000153
9782,9782,0,0,00000000173
9783,9783,0,0,00000000177
9784,9784,0,0,00000000175
9785,9785,0,0,00000000205
9786,9786,0,0,00000000154
9787,9787,0,0,00000000152
9788,9788,0,0,00000000162
9789,9789,0,0,00000000172
9790,9790,0,0,00000000174
9791,9791,0,0,00000000200
9792,9792,0,0,00000000205
9793,9793,0,0,00000000152
9794,9794,0,0,00000000153
9795,9795,0,0,00000000152
9796,9796,0,0,00000000161
9797,9797,0,0,00000000203
9798,9798,0,0,00000000175
9799,9799,0,0,00000000207
9800,9800,0,0,00000000144
9801,9801,0,0,00000000153
9802,9802,0,0,00000000154
9803,9803,0,0,00000000166
9804,9804,0,0,00000000174
9805,9805,0,0,00000000173
9806,9806,0,0,00000000206
9807,9807,0,0,00000000154
9808,9808,0,0,00000000151
9809,9809,0,0,00000000162
9810,9810,0,0,00000000176
9811,9811,0,0,00000000171
9812,9812,0,0,00000000174
9813,9813,0,0,00000000204
9814,9814,0,0,00000000151
9815,9815,0,0,00000000152
9816,9816,0,0,00000000153
9817,9817,0,0,00000000170
9818,9818,0,0,00000000176
9819,9819,0,0,00000000201
9820,9820,0,0,00000000205
9821,9821,0,0,00000000151
9822,9822,0,0,00000000154
9823,9823,0,0,00000000154
9824,9824,0,0,00000000171
9825,9825,0,0,00000000174
9826,9826,0,0,00000000204
9827,9827,0,0,00000000211
9828,9828,0,0,00000000153
9829,9829,0,0,00000000151
9830,9830,0,0,00000000162
9831,9831,0,0,00000000177
9832,9832,0,0,00000000170
9833,9833,0,0,00000000203
9834,9834,0,0,00000000214
9835,9835,0,0,00000000152
9836,9836,0,0,00000000155
9837,9837,0,0,00000000154
9838,9838,0,0,00000000175
9839,9839,0,0,00000000172
9840,9840,0,0,00000000177
9841,9841,0,0,00000000215
9842,9842,0,0,00000000151
9843,9843,0,0,00000000153
9844,9844,0,0,00000000160
9845,9845,0,0,00000000176
9846,9846,0,0,00000000172
9847,9847,0,0,00000000176
9848,9848,0,0,00000000213
9849,9849,0,0,00000000155
9850,9850,0,0,00000000152
9851,9851,0,0,00000000163
9852,9852,0,0,00000000176
9853,9853,0,0,00000000173
9854,9854,0,0,00000000176
9855,9855,0,0,00000000213
9856,9856,0,0,00000000151
9857,9857,0,0,00000000152
9858,9858,0,0,00000000153
9859,9859,0,0,00000000164
9860,9860,0,0,00000000202
9861,9861,0,0,00000000202
9862,9862,0,0,00000000205
9863,9863,0,0,00000000153
9864,9864,0,0,00000000150
9865,9865,0,0,00000000154
9866,9866,0,0,00000000171
9867,9867,0,0,00000000177
9868,9868,0,0,00000000176
9869,9869,0,0,00000000203
9870,9870,0,0,00000000155
9871,9871,0,0,00000000146
9872,9872,0,0,00000000157
9873,9873,0,0,00000000202
9874,9874,0,0,00000000172
9875,9875,0,0,00000000176
9876,9876,0,0,00000000205
9877,9877,0,0,00000000151
9878,9878,0,0,00000000153
9879,9879,0,0,00000000152
9880,9880,0,0,00000000170
9881,9881,0,0,00000000175
9882,9882,0,0,00000000204
9883,9883,0,0,00000000201
9884,9884,0,0,00000000150
9885,9885,0,0,00000000153
9886,9886,0,0,00000000153
9887,9887,0,0,00000000174
9888,9888,0,0,00000000172
9889,9889,0,0,00000000202
9890,9890,0,0,00000000204
9891,9891,0,0,00000000154
9892,9892,0,0,00000000153
9893,9893,0,0,00000000152
9894,9894,0,0,00000000203
9895,9895,0,0,00000000174
9896,9896,0,0,00000000177
9897,9897,0,0,00000000202
9898,9898,0,0,00000000147
9899,9899,0,0,00000000153
9900,9900,0,0,00000000152
9901,9901,0,0,00000000173
9902,9902,0,0,00000000175
9903,9903,0,0,00000000176
9904,9904,0,0,00000000201
9905,9905,0,0,00000000152
9906,9906,0,0,00000000152
9907,9907,0,0,00000000153
9908,9908,0,0,00000000172
9909,9909,0,0,00000000171
9910,9910,0,0,00000000174
9911,9911,0,0,00000000204
9912,9912,0,0,00000000153
9913,9913,0,0,00000000153
9914,9914,0,0,00000000163
9915,9915,0,0,00000000172
9916,9916,0,0,00000000202
9917,9917,0,0,00000000200
9918,9918,0,0,00000000214
9919,9919,0,0,00000000153
9920,9920,0,0,00000000152
9921,9921,0,0,00000000153
9922,9922,0,0,00000000171
9923,9923,0,0,00000000174
9924,9924,0,0,00000000202
9925,9925,0,0,00000000215
9926,9926,0,0,00000000147
9927,9927,0,0,00000000151
9928,9928,0,0,00000000153
9929,9929,0,0,00000000167
9930,9930,0,0,00000000204
9931,9931,0,0,00000000174
9932,9932,0,0,00000000206
9933,9933,0,0,00000000154
9934,9934,0,0,00000000152
9935,9935,0,0,00000000163
9936,9936,0,0,00000000173
9937,9937,0,0,00000000176
9938,9938,0,0,00000000175
9939,9939,0,0,00000000204
9940,9940,0,0,00000000150
9941,9941,0,0,00000000152
9942,9942,0,0,00000000153
9943,9943,0,0,00000000167
9944,9944,0,0,00000000204
9945,9945,0,0,00000000202
9946,9946,0,0,00000000202
9947,9947,0,0,00000000153
9948,9948,0,0,00000000152
9949,9949,0,0,00000000153
9950,9950,0,0,00000000176
9951,9951,0,0,00000000174
9952,9952,0,0,00000000200
9953,9953,0,0,00000000211
9954,9954,0,0,00000000153
9955,9955,0,0,00000000153
9956,9956,0,0,00000000164
9957,9957,0,0,00000000204
9958,9958,0,0,00000000174
9959,9959,0,0,00000000202
9960,9960,0,0,00000000212
9961,9961,0,0,00000000152
9962,9962,0,0,00000000163
9963,9963,0,0,00000000152
9964,9964,0,0,00000000170
9965,9965,0,0,00000000171
9966,9966,0,0,00000000203
9967,9967,0,0,00000000204
9968,9968,0,0,00000000152
9969,9969,0,0,00000000152
9970,9970,0,0,00000000152
9971,9971,0,0,00000000176
9972,9972,0,0,00000000173
9973,9973,0,0,00000000201
9974,9974,0,0,00000000210
9975,9975,0,0,00000000152
9976,9976,0,0,00000000151
9977,9977,0,0,00000000157
9978,9978,0,0,00000000175
9979,9979,0,0,00000000176
9980,9980,0,0,00000000204
9981,9981,0,0,00000000207
9982,9982,0,0,00000000153
9983,9983,0,0,00000000153
9984,9984,0,0,00000000153
9985,9985,0,0,00000000171
9986,9986,0,0,00000000177
9987,9987,0,0,00000000175
9988,9988,0,0,00000000205
9989,9989,0,0,00000000146
9990,9990,0,0,00000000153
9991,9991,0,0,00000000153
9992,9992,0,0,00000000166
9993,9993,0,0,00000000176
9994,9994,0,0,00000000204
9995,9995,0,0,00000000211
9996,9996,0,0,00000000152
9997,9997,0,0,00000000151
9998,9998,0,0,00000000161
9999,9999,0,0,00000000204
10000,10000,0,0,00000000176
10001,10001,0,0,00000000202
10002,10002,0,0,00000000204
10003,10003,0,0,00000000151
10004,10004,0,0,00000000156
10005,10005,0,0,00000000161
10006,10006,0,0,00000000175
10007,10007,0,0,00000000176
10008,10008,0,0,00000000203
10009,10009,0,0,00000000213
10010,10010,0,0,00000000150
10011,10011,0,0,00000000161
10012,10012,0,0,00000000153
10013,10013,0,0,00000000202
10014,10014,0,0,00000000202
10015,10015,0,0,00000000207
10016,10016,0,0,00000000217
10017,10017,0,0,00000000157
10018,10018,0,0,00000000153
10019,10019,0,0,00000000162
10020,10020,0,0,00000000176
10021,10021,0,0,00000000173
10022,10022,0,0,00000000204
10023,10023,0,0,00000000213
10024,10024,0,0,00000000153
10025,10025,0,0,00000000164
10026,10026,0,0,00000000153
10027,10027,0,0,00000000200
10028,10028,0,0,00000000202
10029,10029,0,0,00000000207
10030,10030,0,0,00000000211
10031,10031,0,0,00000000152
10032,10032,0,0,00000000153
10033,10033,0,0,00000000163
10034,10034,0,0,00000000171
10035,10035,0,0,00000000175
10036,10036,0,0,00000000201
10037,10037,0,0,00000000213
10038,10038,0,0,00000000156
10039,10039,0,0,00000000154
10040,10040,0,0,00000000164
10041,10041,0,0,00000000203
10042,10042,0,0,00000000202
10043,10043,0,0,00000000204
10044,10044,0,0,00000000224
10045,10045,0,0,00000000152
10046,10046,0,0,00000000162
10047,10047,0,0,00000000157
10048,10048,0,0,00000000200
10049,10049,0,0,00000000204
10050,10050,0,0,00000000204
10051,10051,0,0,00000000224
10052,10052,0,0,00000000153
10053,10053,0,0,00000000153
10054,10054,0,0,00000000164
10055,10055,0,0,00000000171
10056,10056,0,0,00000000177
10057,10057,0,0,00000000200
10058,10058,0,0,00000000211
10059,10059,0,0,00000000154
10060,10060,0,0,00000000152
10061,10061,0,0,00000000163
10062,10062,0,0,00000000202
10063,10063,0,0,00000000172
10064,10064,0,0,00000000203
10065,10065,0,0,00000000203
10066,10066,0,0,00000000151
10067,10067,0,0,00000000153
10068,10068,0,0,00000000156
10069,10069,0,0,00000000165
10070,10070,0,0,00000000173
10071,10071,0,0,00000000200
10072,10072,0,0,00000000203
10073,10073,0,0,00000000153
10074,10074,0,0,00000000157
10075,10075,0,0,00000000154
10076,10076,0,0,00000000200
10077,10077,0,0,00000000175
10078,10078,0,0,00000000204
10079,10079,0,0,00000000211
10080,10080,0,0,00000000156
10081,10081,0,0,00000000153
10082,10082,0,0,00000000156
10083,10083,0,0,00000000173
10084,10084,0,0,00000000173
10085,10085,0,0,00000000200
10086,10086,0,0,00000000210
10087,10087,0,0,00000000152
10088,10088,0,0,00000000152
10089,10089,0,0,00000000153
10090,10090,0,0,00000000171
10091,10091,0,0,00000000200
10092,10092,0,0,00000000202
10093,10093,0,0,00000000203
10094,10094,0,0,00000000153
10095,10095,0,0,00000000153
10096,10096,0,0,00000000160
10097,10097,0,0,00000000171
10098,10098,0,0,00000000176
10099,10099,0,0,00000000177
10100,10100,0,0,00000000216
10101,10101,0,0,00000000154
10102,10102,0,0,00000000153
10103,10103,0,0,00000000163
10104,10104,0,0,00000000176
10105,10105,0,0,00000000174
10106,10106,0,0,00000000201
10107,10107,0,0,00000000204
10108,10108,0,0,00000000152
10109,10109,0,0,00000000153
10110,10110,0,0,00000000157
10111,10111,0,0,00000000166
10112,10112,0,0,00000000177
10113,10113,0,0,00000000204
10114,10114,0,0,00000000205
10115,10115,0,0,00000000152
10116,10116,0,0,00000000152
10117,10117,0,0,00000000162
10118,10118,0,0,00000000175
10119,10119,0,0,00000000202
10120,10120,0,0,00000000200
10121,10121,0,0,00000000215
10122,10122,0,0,00000000154
10123,10123,0,0,00000000153
10124,10124,0,0,00000000163
10125,10125,0,0,00000000200
10126,10126,0,0,00000000172
10127,10127,0,0,00000000204
10128,10128,0,0,00000000205
10129,10129,0,0,00000000153
10130,10130,0,0,00000000152
10131,10131,0,0,00000000161
10132,10132,0,0,00000000172
10133,10133,0,0,00000000175
10134,10134,0,0,00000000203
10135,10135,0,0,00000000207
10136,10136,0,0,00000000145
10137,10137,0,0,00000000150
10138,10138,0,0,00000000156
10139,10139,0,0,00000000172
10140,10140,0,0,00000000176
10141,10141,0,0,00000000204
10142,10142,0,0,00000000211
10143,10143,0,0,00000000154
10144,10144,0,0,00000000152
10145,10145,0,0,00000000157
10146,10146,0,0,00000000205
10147,10147,0,0,00000000165
10148,10148,0,0,00000000202
10149,10149,0,0,00000000204
10150,10150,0,0,00000000153
10151,10151,0,0,00000000154
10152,10152,0,0,00000000153
10153,10153,0,0,00000000167
10154,10154,0,0,00000000173
10155,10155,0,0,00000000204
10156,10156,0,0,00000000205
10157,10157,0,0,00000000150
10158,10158,0,0,00000000153
10159,10159,0,0,00000000153
10160,10160,0,0,00000000176
10161,10161,0,0,00000000172
10162,10162,0,0,00000000203
10163,10163,0,0,00000000205
10164,10164,0,0,00000000153
10165,10165,0,0,00000000153
10166,10166,0,0,00000000160
10167,10167,0,0,00000000171
10168,10168,0,0,00000000176
10169,10169,0,0,00000000202
10170,10170,0,0,00000000203
10171,10171,0,0,00000000153
10172,10172,0,0,00000000153
10173,10173,0,0,00000000151
10174,10174,0,0,00000000174
10175,10175,0,0,00000000201
10176,10176,0,0,00000000201
10177,10177,0,0,00000000213
10178,10178,0,0,00000000153
10179,10179,0,0,00000000155
10180,10180,0,0,00000000165
10181,10181,0,0,00000000171
10182,10182,0,0,00000000174
10183,10183,0,0,00000000202
10184,10184,0,0,00000000212
10185,10185,0,0,00000000153
10186,10186,0,0,00000000150
10187,10187,0,0,00000000162
10188,10188,0,0,00000000204
10189,10189,0,0,00000000177
10190,10190,0,0,00000000203
10191,10191,0,0,00000000207
10192,10192,0,0,00000000151
10193,10193,0,0,00000000156
10194,10194,0,0,00000000161
10195,10195,0,0,00000000172
10196,10196,0,0,00000000176
10197,10197,0,0,00000000203
10198,10198,0,0,00000000211
10199,10199,0,0,00000000152
10200,10200,0,0,00000000154
10201,10201,0,0,00000000153
10202,10202,0,0,00000000173
10203,10203,0,0,00000000176
10204,10204,0,0,00000000204
10205,10205,0,0,00000000204
10206,10206,0,0,00000000154
10207,10207,0,0,00000000152
10208,10208,0,0,00000000161
10209,10209,0,0,00000000174
10210,10210,0,0,00000000174
10211,10211,0,0,00000000202
10212,10212,0,0,00000000201
10213,10213,0,0,00000000147
10214,10214,0,0,00000000152
10215,10215,0,0,00000000153
10216,10216,0,0,00000000170
10217,10217,0,0,00000000177
10218,10218,0,0,00000000175
10219,10219,0,0,00000000202
10220,10220,0,0,00000000153
10221,10221,0,0,00000000153
10222,10222,0,0,00000000152
10223,10223,0,0,00000000174
10224,10224,0,0,00000000167
10225,10225,0,0,00000000172
10226,10226,0,0,00000000203
10227,10227,0,0,00000000153
10228,10228,0,0,00000000151
10229,10229,0,0,00000000155
10230,10230,0,0,00000000177
10231,10231,0,0,00000000171
10232,10232,0,0,00000000170
10233,10233,0,0,00000000204
10234,10234,0,0,00000000152
10235,10235,0,0,00000000152
10236,10236,0,0,00000000152
10237,10237,0,0,00000000162
10238,10238,0,0,00000000171
10239,10239,0,0,00000000173
10240,10240,0,0,00000000206
10241,10241,0,0,00000000143
10242,10242,0,0,00000000152
10243,10243,0,0,00000000156
10244,10244,0,0,00000000166
10245,10245,0,0,00000000172
10246,10246,0,0,00000000175
10247,10247,0,0,00000000207
10248,10248,0,0,00000000154
10249,10249,0,0,00000000147
10250,10250,0,0,00000000156
10251,10251,0,0,00000000200
10252,10252,0,0,00000000171
10253,10253,0,0,00000000200
10254,10254,0,0,00000000201
10255,10255,0,0,00000000153
10256,10256,0,0,00000000152
10257,10257,0,0,00000000153
10258,10258,0,0,00000000170
10259,10259,0,0,00000000171
10260,10260,0,0,00000000176
10261,10261,0,0,00000000205
10262,10262,0,0,00000000151
10263,10263,0,0,00000000153
10264,10264,0,0,00000000153
10265,10265,0,0,00000000172
10266,10266,0,0,00000000171
10267,10267,0,0,00000000200
10268,10268,0,0,00000000201
10269,10269,0,0,00000000152
10270,10270,0,0,00000000147
10271,10271,0,0,00000000152
10272,10272,0,0,00000000173
10273,10273,0,0,00000000165
10274,10274,0,0,00000000176
10275,10275,0,0,00000000210
10276,10276,0,0,00000000144
10277,10277,0,0,00000000152
10278,10278,0,0,00000000153
10279,10279,0,0,00000000171
10280,10280,0,0,00000000171
10281,10281,0,0,00000000177
10282,10282,0,0,00000000200
10283,10283,0,0,00000000146
10284,10284,0,0,00000000152
10285,10285,0,0,00000000150
10286,10286,0,0,00000000167
10287,10287,0,0,00000000171
10288,10288,0,0,00000000172
10289,10289,0,0,00000000206
10290,10290,0,0,00000000151
10291,10291,0,0,00000000151
10292,10292,0,0,00000000154
10293,10293,0,0,00000000170
10294,10294,0,0,00000000165
10295,10295,0,0,00000000200
10296,10296,0,0,00000000204
10297,10297,0,0,00000000152
10298,10298,0,0,00000000152
10299,10299,0,0,00000000151
10300,10300,0,0,00000000171
10301,10301,0,0,00000000174
10302,10302,0,0,00000000173
10303,10303,0,0,00000000204
10304,10304,0,0,00000000143
10305,10305,0,0,00000000145
10306,10306,0,0,00000000154
10307,10307,0,0,00000000166
10308,10308,0,0,00000000170
10309,10309,0,0,00000000175
10310,10310,0,0,00000000207
10311,10311,0,0,00000000154
10312,10312,0,0,00000000147
10313,10313,0,0,00000000153
10314,10314,0,0,00000000172
10315,10315,0,0,00000000171
10316,10316,0,0,00000000173
10317,10317,0,0,00000000203
10318,10318,0,0,00000000146
10319,10319,0,0,00000000151
10320,10320,0,0,00000000152
10321,10321,0,0,00000000167
10322,10322,0,0,00000000166
10323,10323,0,0,00000000173
10324,10324,0,0,00000000177
10325,10325,0,0,00000000147
10326,10326,0,0,00000000150
10327,10327,0,0,00000000153
10328,10328,0,0,00000000170
10329,10329,0,0,00000000166
10330,10330,0,0,00000000177
10331,10331,0,0,00000000205
10332,10332,0,0,00000000147
10333,10333,0,0,00000000151
10334,10334,0,0,00000000153
10335,10335,0,0,00000000173
10336,10336,0,0,00000000166
10337,10337,0,0,00000000172
10338,10338,0,0,00000000205
10339,10339,0,0,00000000151
10340,10340,0,0,00000000154
10341,10341,0,0,00000000153
10342,10342,0,0,00000000161
10343,10343,0,0,00000000173
10344,10344,0,0,00000000203
10345,10345,0,0,00000000204
10346,10346,0,0,00000000152
10347,10347,0,0,00000000154
10348,10348,0,0,00000000154
10349,10349,0,0,00000000175
10350,10350,0,0,00000000201
10351,10351,0,0,00000000201
10352,10352,0,0,00000000215
10353,10353,0,0,00000000154
10354,10354,0,0,00000000152
10355,10355,0,0,00000000157
10356,10356,0,0,00000000173
10357,10357,0,0,00000000171
10358,10358,0,0,00000000201
10359,10359,0,0,00000000204
10360,10360,0,0,00000000151
10361,10361,0,0,00000000151
10362,10362,0,0,00000000153
10363,10363,0,0,00000000170
10364,10364,0,0,00000000175
10365,10365,0,0,00000000201
10366,10366,0,0,00000000205
10367,10367,0,0,00000000145
10368,10368,0,0,00000000153
10369,10369,0,0,00000000156
10370,10370,0,0,00000000171
10371,10371,0,0,00000000173
10372,10372,0,0,00000000204
10373,10373,0,0,00000000213
10374,10374,0,0,00000000155
10375,10375,0,0,00000000152
10376,10376,0,0,00000000161
10377,10377,0,0,00000000174
10378,10378,0,0,00000000171
10379,10379,0,0,00000000175
10380,10380,0,0,00000000211
10381,10381,0,0,00000000151
10382,10382,0,0,00000000152
10383,10383,0,0,00000000153
10384,10384,0,0,00000000165
10385,10385,0,0,00000000172
10386,10386,0,0,00000000202
10387,10387,0,0,00000000204
10388,10388,0,0,00000000151
10389,10389,0,0,00000000153
10390,10390,0,0,00000000153
10391,10391,0,0,00000000171
10392,10392,0,0,00000000175
10393,10393,0,0,00000000174
10394,10394,0,0,00000000206
10395,10395,0,0,00000000153
10396,10396,0,0,00000000145
10397,10397,0,0,00000000154
10398,10398,0,0,00000000171
10399,10399,0,0,00000000163
10400,10400,0,0,00000000176
10401,10401,0,0,00000000205
10402,10402,0,0,00000000145
10403,10403,0,0,00000000152
10404,10404,0,0,00000000152
10405,10405,0,0,00000000171
10406,10406,0,0,00000000171
10407,10407,0,0,00000000174
10408,10408,0,0,00000000177
10409,10409,0,0,00000000145
10410,10410,0,0,00000000151
10411,10411,0,0,00000000153
10412,10412,0,0,00000000163
10413,10413,0,0,00000000177
10414,10414,0,0,00000000167
10415,10415,0,0,00000000207
10416,10416,0,0,00000000152
10417,10417,0,0,00000000152
10418,10418,0,0,00000000157
10419,10419,0,0,00000000166
10420,10420,0,0,00000000171
10421,10421,0,0,00000000175
10422,10422,0,0,00000000215
10423,10423,0,0,00000000152
10424,10424,0,0,00000000152
10425,10425,0,0,00000000151
10426,10426,0,0,00000000162
10427,10427,0,0,00000000176
10428,10428,0,0,00000000177
10429,10429,0,0,00000000177
10430,10430,0,0,00000000147
10431,10431,0,0,00000000147
10432,10432,0,0,00000000157
10433,10433,0,0,00000000172
10434,10434,0,0,00000000174
10435,10435,0,0,00000000175
10436,10436,0,0,00000000201
10437,10437,0,0,00000000154
10438,10438,0,0,00000000151
10439,10439,0,0,00000000156
10440,10440,0,0,00000000174
10441,10441,0,0,00000000171
10442,10442,0,0,00000000176
10443,10443,0,0,00000000200
10444,10444,0,0,00000000151
10445,10445,0,0,00000000153
10446,10446,0,0,00000000152
10447,10447,0,0,00000000170
10448,10448,0,0,00000000162
10449,10449,0,0,00000000176
10450,10450,0,0,00000000202
10451,10451,0,0,00000000145
10452,10452,0,0,00000000147
10453,10453,0,0,00000000152
10454,10454,0,0,00000000165
10455,10455,0,0,00000000167
10456,10456,0,0,00000000175
10457,10457,0,0,00000000203
10458,10458,0,0,00000000151
10459,10459,0,0,00000000145
10460,10460,0,0,00000000153
10461,10461,0,0,00000000175
10462,10462,0,0,00000000172
10463,10463,0,0,00000000200
10464,10464,0,0,00000000211
10465,10465,0,0,00000000150
10466,10466,0,0,00000000160
10467,10467,0,0,00000000152
10468,10468,0,0,00000000166
10469,10469,0,0,00000000201
10470,10470,0,0,00000000177
10471,10471,0,0,00000000206
10472,10472,0,0,00000000151
10473,10473,0,0,00000000153
10474,10474,0,0,00000000152
10475,10475,0,0,00000000165
10476,10476,0,0,00000000171
10477,10477,0,0,00000000175
10478,10478,0,0,00000000211
10479,10479,0,0,00000000152
10480,10480,0,0,00000000151
10481,10481,0,0,00000000153
10482,10482,0,0,00000000170
10483,10483,0,0,00000000174
10484,10484,0,0,00000000176
10485,10485,0,0,00000000176
10486,10486,0,0,00000000152
10487,10487,0,0,00000000152
10488,10488,0,0,00000000151
10489,10489,0,0,00000000165
10490,10490,0,0,00000000173
10491,10491,0,0,00000000171
10492,10492,0,0,00000000177
10493,10493,0,0,00000000147
10494,10494,0,0,00000000153
10495,10495,0,0,00000000160
10496,10496,0,0,00000000170
10497,10497,0,0,00000000174
10498,10498,0,0,00000000201
10499,10499,0,0,00000000215
10500,10500,0,0,00000000160
10501,10501,0,0,00000000153
10502,10502,0,0,00000000160
10503,10503,0,0,00000000177
10504,10504,0,0,00000000170
10505,10505,0,0,00000000175
10506,10506,0,0,00000000213
10507,10507,0,0,00000000152
10508,10508,0,0,00000000152
10509,10509,0,0,00000000152
10510,10510,0,0,00000000166
10511,10511,0,0,00000000200
10512,10512,0,0,00000000201
10513,10513,0,0,00000000202
10514,10514,0,0,00000000152
10515,10515,0,0,00000000152
10516,10516,0,0,00000000153
10517,10517,0,0,00000000176
10518,10518,0,0,00000000171
10519,10519,0,0,00000000201
10520,10520,0,0,00000000205
10521,10521,0,0,00000000156
10522,10522,0,0,00000000152
10523,10523,0,0,00000000157
10524,10524,0,0,00000000174
10525,10525,0,0,00000000171
